;BIP Version: 05.07.00
;Revision Number: 2.0
;Last Changed: Fri Mar 26 10:18:32 2004
;By: BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schall
;Package Version: 00000000

;ECU:MS 43.0 fuer M54 mit EWS 3
;ORIGIN:BMW TI-431 Schaller
;REVISION:2.00
;AUTHOR:BMW EA-33 Muellerwiebus, BMW TI-431 Schiefer, BMW TI-431 Schaller
;ECUCOMMENT:


TBEG "FORTTEXTE"
HEAD "ORT", "ORTTEXT", "UW_1", "UW_2", "UW_3", "UW_4"
                    pop        L0
__0006E688:         etag       __0006E6A4,"ID_OBD2"
                    push       #$1.L
                    jump       __0006E6AA
__0006E6A4:         push       #$0.L
__0006E6AA:         pop        L0
                    jz         __0006E6D6
                    nop
                    move       L0,#$0.L
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "ID_OBD2",I0
                    pop        L0
__0006E6D6:         etag       __0006E6FB,"ID_SG_HERSTELLER"
                    push       #$1.L
                    jump       __0006E701
__0006E6FB:         push       #$0.L
__0006E701:         pop        L0
                    jz         __0006E736
                    nop
                    move       L0,#$1.L
                    push       L0
                    atsp       L0,#$4.L
                    ergi       "ID_SG_HERSTELLER",I0
                    pop        L0
__0006E736:         eoj
                    eoj


IDENT_AIF#
;    JOBNAME:IDENT_AIF
;    JOBCOMMENT:Ident und AIF zusammen lesen 
;    RESULT:JOB_STATUS
;    RESULTTYPE:string
;    RESULTCOMMENT:Status der Kommunikation (z.B. ACK)
;    RESULT:ID_BMW_NR
;    RESULTTYPE:string
;    RESULTCOMMENT:BMW-Teilenummer
;    RESULT:ID_HW_NR
;    RESULTTYPE:int
;    RESULTCOMMENT:BMW-Hardwarenummer
;    RESULT:ID_COD_INDEX
;    RESULTTYPE:string
;    RESULTCOMMENT:Codier-Index
;    RESULT:ID_DIAG_INDEX
;    RESULTTYPE:string
;    RESULTCOMMENT:Diagnose-Index
;    RESULT:ID_BUS_INDEX
;    RESULTTYPE:string
;    RESULTCOMMENT:Bus-Index
;    RESULT:ID_DATUM_KW
;    RESULTTYPE:string
;    RESULTCOMMENT:Herstelldatum KW
;    RESULT:ID_DATUM_JAHR
;    RESULTTYPE:string
;    RESULTCOMMENT:Herstelldatum Jahr
;    RESULT:ID_LIEF_NR
;    RESULTTYPE:string
;    RESULTCOMMENT:Lieferanten-Nummer
;    RESULT:ID_SW_NR
;    RESULTTYPE:string
;    RESULTCOMMENT:Softwarenummer
;    RESULT:ID_AI_NR
;    RESULTTYPE:string
;    RESULTCOMMENT:Aenderungsindex
;    RESULT:ID_PROD_NR
;    RESULTTYPE:string
;    RESULTCOMMENT:Produktionsnummer
;    RESULT:AIF_FG_NR
;    RESULTTYPE:string
;    RESULTCOMMENT:Fahrgestellnummer
;    RESULT:AIF_DATUM
;    RESULTTYPE:string
;    RESULTCOMMENT:Fertigungsdatum
;    RESULT:AIF_AENDERUNGS_INDEX
;    RESULTTYPE:string
;    RESULTCOMMENT:Aenderungsindex
;    RESULT:AIF_SW_NR
;    RESULTTYPE:long
;    RESULTCOMMENT:Softwarenummer
;    RESULT:AIF_BEHOERDEN_NR
;    RESULTTYPE:long
;    RESULTCOMMENT:Behoerdennummer
;    RESULT:AIF_ZB_NR
;    RESULTTYPE:long
;    RESULTCOMMENT:Zusbaunummer
;    RESULT:AIF_PROGG_NR
;    RESULTTYPE:string
;    RESULTCOMMENT:Programmiergeraet Seriennummer
;    RESULT:AIF_WERKSCODE
;    RESULTTYPE:string
;    RESULTCOMMENT:Haendlernummer (Werkscode)
;    RESULT:AIF_KM_STAND
;    RESULTTYPE:long
;    RESULTCOMMENT:km-Stand
;    RESULT:AIF_ANZAHL_PROG
;    RESULTTYPE:int
;    RESULTCOMMENT:Anzahl Programmiervorgaenge
;
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,{$12.B,$04.B,$00.B}
                    push       #$1.L
                    clear      S3
                    xsend      S3,{$12.B,$04.B,$00.B}
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0006E816
                    push       #$1.L
                    jump       __0006E81C
__0006E816:         push       #$0.L
__0006E81C:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S5,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"OKAY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S5,"OKAY"
                    jz         __0006E8D6
                    move       L0,#$0.L
__0006E8D6:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    jz         __0006E8F2
                    nop
                    eoj
__0006E8F2:         etag       __0006E910,"ID_BMW_NR"
                    push       #$1.L
                    jump       __0006E916
__0006E910:         push       #$0.L
__0006E916:         pop        L0
                    jz         __0006E9E0
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$3.L
                    push       L0
                    move       L0,#$7.L
                    push       L0
                    move       S1,S3
                    move       L0,#$3.L
                    move       L1,#$7.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$7.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_BMW_NR",S1
                    pop        L0
__0006E9E0:         etag       __0006E9FD,"ID_HW_NR"
                    push       #$1.L
                    jump       __0006EA03
__0006E9FD:         push       #$0.L
__0006EA03:         pop        L0
                    jz         __0006EAE3
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$A.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$A.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    a2fix      L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    push       L1
                    atsp       L0,#$4.L
                    ergi       "ID_HW_NR",I0
                    pop        L0
__0006EAE3:         etag       __0006EB04,"ID_COD_INDEX"
                    push       #$1.L
                    jump       __0006EB0A
__0006EB04:         push       #$0.L
__0006EB0A:         pop        L0
                    jz         __0006EBD7
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$C.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$C.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_COD_INDEX",S1
                    pop        L0
__0006EBD7:         etag       __0006EBF9,"ID_DIAG_INDEX"
                    push       #$1.L
                    jump       __0006EBFF
__0006EBF9:         push       #$0.L
__0006EBFF:         pop        L0
                    jz         __0006ECCD
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$E.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$E.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_DIAG_INDEX",S1
                    pop        L0
__0006ECCD:         etag       __0006ECEE,"ID_BUS_INDEX"
                    push       #$1.L
                    jump       __0006ECF4
__0006ECEE:         push       #$0.L
__0006ECF4:         pop        L0
                    jz         __0006EDC1
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$10.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$10.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_BUS_INDEX",S1
                    pop        L0
__0006EDC1:         etag       __0006EDE1,"ID_DATUM_KW"
                    push       #$1.L
                    jump       __0006EDE7
__0006EDE1:         push       #$0.L
__0006EDE7:         pop        L0
                    jz         __0006EEB3
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$12.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$12.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_DATUM_KW",S1
                    pop        L0
__0006EEB3:         etag       __0006EED5,"ID_DATUM_JAHR"
                    push       #$1.L
                    jump       __0006EEDB
__0006EED5:         push       #$0.L
__0006EEDB:         pop        L0
                    jz         __0006EFA9
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$14.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$14.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_DATUM_JAHR",S1
                    pop        L0
__0006EFA9:         etag       __0006EFC8,"ID_LIEF_NR"
                    push       #$1.L
                    jump       __0006EFCE
__0006EFC8:         push       #$0.L
__0006EFCE:         pop        L0
                    jz         __0006F099
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$16.L
                    push       L0
                    move       L0,#$A.L
                    push       L0
                    move       S1,S3
                    move       L0,#$16.L
                    move       L1,#$A.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$A.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_LIEF_NR",S1
                    pop        L0
__0006F099:         etag       __0006F0B6,"ID_SW_NR"
                    push       #$1.L
                    jump       __0006F0BC
__0006F0B6:         push       #$0.L
__0006F0BC:         pop        L0
                    jz         __0006F185
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$20.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$20.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_SW_NR",S1
                    pop        L0
__0006F185:         etag       __0006F1A2,"ID_AI_NR"
                    push       #$1.L
                    jump       __0006F1A8
__0006F1A2:         push       #$0.L
__0006F1A8:         pop        L0
                    jz         __0006F271
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$22.L
                    push       L0
                    move       L0,#$2.L
                    push       L0
                    move       S1,S3
                    move       L0,#$22.L
                    move       L1,#$2.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_AI_NR",S1
                    pop        L0
__0006F271:         etag       __0006F290,"ID_PROD_NR"
                    push       #$1.L
                    jump       __0006F296
__0006F290:         push       #$0.L
__0006F296:         pop        L0
                    jz         __0006F361
                    nop
                    clear      S1
                    move       S1,""
                    push       #$1.L
                    clear      S6
                    move       S6,S1
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    move       L0,#$24.L
                    push       L0
                    move       L0,#$9.L
                    push       L0
                    move       S1,S3
                    move       L0,#$24.L
                    move       L1,#$9.L
                    move       S6,S1[L0]L1
                    slen       L0,S6
                    push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    move       L0,#$9.L
                    push       L0
                    move       L0,#$0.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S6[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S6
                    push       #$1.L
                    ergs       "ID_PROD_NR",S1
                    pop        L0
__0006F361:         clear      S1
                    move       S1,{$12.B,$09.B,$06.B,$00.B,$00.B,$00.B,$00.B,$01.B}
                    push       #$1.L
                    clear      S2
                    move       S2,S1
                    pop        L0
__0006F381:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,{$12.B,$04.B,$0D.B}
                    push       #$1.L
                    clear      S3
                    xsend      S3,{$12.B,$04.B,$0D.B}
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0006F45D
                    push       #$1.L
                    jump       __0006F463
__0006F45D:         push       #$0.L
__0006F463:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S5,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S5,"BUSY"
                    jz         __0006F4FD
                    move       L0,#$0.L
__0006F4FD:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0006F532
                    push       #$0.L
                    jump       __0006F538
__0006F532:         push       #$1.L
__0006F538:         pop        L0
                    jz         __0006F547
                    jump       __0006F381
__0006F547:         clear      S1
                    move       S1,S5
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"OKAY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S5,"OKAY"
                    jz         __0006F5A5
                    move       L0,#$0.L
__0006F5A5:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    jz         __0006F5C1
                    nop
                    eoj
__0006F5C1:         move       L0,#$3F.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       L0,#$10.L
                    push       L0
                    pop        L1
                    pop        L0
                    asl        L0,L1
                    push       L0
                    move       L0,#$40.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       L0,#$8.L
                    push       L0
                    pop        L1
                    pop        L0
                    asl        L0,L1
                    push       L0
                    pop        L1
                    pop        L0
                    adds       L0,L1
                    push       L0
                    move       L0,#$41.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    pop        L1
                    pop        L0
                    adds       L0,L1
                    push       L0
                    atsp       L0,#$4.L
                    move       S0[#$0],B0
                    move       S0[#$1],B1
                    move       S0[#$2],B2
                    move       S0[#$3],B3
                    pop        L0
                    move       L0,S0[#$0]
                    push       L0
                    move       L0,#$E.L
                    push       L0
                    move       L0,#$2E.L
                    push       L0
                    atsp       L1,#$8.L
                    push       L1
                    jpl        __0006F6ED
                    move       L0,#$0.L
                    subb       L0,L1
                    pop        L1
                    push       L0
__0006F6ED:         atsp       L1,#$8.L
                    push       L1
                    jpl        __0006F70E
                    move       L0,#$0.L
                    subb       L0,L1
                    pop        L1
                    push       L0
__0006F70E:         pop        L1
                    pop        L0
                    mult       L0,L1
                    push       L0
                    atsp       L0,#$8.L
                    atsp       L1,#$C.L
                    xor        L0,L1
                    jpl        __0006F747
                    pop        L1
                    move       L0,#$0.L
                    subb       L0,L1
                    jump       __0006F74A
__0006F747:         pop        L0
__0006F74A:         pop        L1
                    pop        L1
                    push       L0
                    pop        L1
                    pop        L0
                    adds       L0,L1
                    push       L0
                    atsp       L0,#$4.L
                    move       S0[#$4],B0
                    move       S0[#$5],B1
                    move       S0[#$6],B2
                    move       S0[#$7],B3
                    pop        L0
                    move       L0,#$7.L
                    push       L0
                    move       L0,#$2E.L
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S2[L1],B0
                    pop        L0
                    move       L0,#$0.L
                    push       L0
                    atsp       L0,#$4.L
                    move       S0[#$10],B0
                    move       S0[#$11],B1
                    pop        L0
__0006F7C7:         move       L0,#$0.L
                    push       L0
                    move       L0,#$4.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
                    move       L0,#$1.L
                    push       L0
                    move       L0,#$5.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
                    move       L0,#$2.L
                    push       L0
                    move       L0,#$6.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S2
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S4[L1],B0
                    pop        L0
                    move       L0,#$4.L
                    push       L0
                    move       L0,S0[#$0]
                    push       L0
                    move       L0,#$10.L
                    push       L0
                    pop        L1
                    pop        L0
                    lsr        L0,L1
                    push       L0
                    move       L0,#$FF.L
                    push       L0
                    pop        L1
                    pop        L0
                    and        L0,L1
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S2[L1],B0
                    pop        L0
                    move       L0,#$5.L
                    push       L0
                    move       L0,S0[#$0]
                    push       L0
                    move       L0,#$8.L
                    push       L0
                    pop        L1
                    pop        L0
                    lsr        L0,L1
                    push       L0
                    move       L0,#$FF.L
                    push       L0
                    pop        L1
                    pop        L0
                    and        L0,L1
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S2[L1],B0
                    pop        L0
                    move       L0,#$6.L
                    push       L0
                    move       L0,S0[#$0]
                    push       L0
                    move       L0,#$FF.L
                    push       L0
                    pop        L1
                    pop        L0
                    and        L0,L1
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    move       S2[L1],B0
                    pop        L0
                    clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S3
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
__0006F99D:         clear      S1
                    move       S1,S3
                    push       #$1.L
                    clear      S1
                    move       S1,S2
                    push       #$1.L
                    clear      S3
                    xsend      S3,S2
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"JobResult"
                    push       #$1.L
                    tabset     "JobResult"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,"SB"
                    push       #$1.L
                    move       L0,#$2.L
                    push       L0
                    atsp       L1,#$4.L
                    clear      S1
                    move       S1,S3
                    clear      L0
                    move       B0,S1[L1]
                    push       L0
                    pop        L0
                    pop        L1
                    push       L0
                    atsp       L2,#$4.L
                    move       L0,L2
                    fix2hex    S1,B0
                    tabseek    "SB",S1
                    jz         __0006FA71
                    push       #$1.L
                    jump       __0006FA77
__0006FA71:         push       #$0.L
__0006FA77:         pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"STATUS_TEXT"
                    push       #$1.L
                    tabget     S5,"STATUS_TEXT"
                    push       #$1.L
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"BUSY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S5,"BUSY"
                    jz         __0006FB11
                    move       L0,#$0.L
__0006FB11:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    move       L0,#$0.L
                    push       L0
                    pop        L1
                    pop        L0
                    comp       L0,L1
                    jz         __0006FB46
                    push       #$0.L
                    jump       __0006FB4C
__0006FB46:         push       #$1.L
__0006FB4C:         pop        L0
                    jz         __0006FB5B
                    jump       __0006F99D
__0006FB5B:         clear      S1
                    move       S1,S5
                    push       #$1.L
                    ergs       "JOB_STATUS",S1
                    pop        L0
                    clear      S1
                    move       S1,S5
                    push       #$1.L
                    clear      S1
                    move       S1,"OKAY"
                    push       #$1.L
                    move       L0,#$1.L
                    strcmp     S5,"OKAY"
                    jz         __0006FBB9
                    move       L0,#$0.L
__0006FBB9:         push       L0
                    pop        L1
                    pop        L0
                    pop        L0
                    push       L1
                    pop        L0
                    jz         __0006FBD5
